"CITATIONS","TECTONIC SETTING","LOCATION","LOCATION COMMENT","LATITUDE MIN","LATITUDE MAX","LONGITUDE MIN","LONGITUDE MAX","LAND OR SEA","ELEVATION MIN","ELEVATION MAX","SAMPLE NAME","ROCK NAME","MIN. AGE (YRS.)","MAX. AGE (YRS.)","GEOL.","AGE","ERUPTION DAY","ERUPTION MONTH","ERUPTION YEAR","ROCK TEXTURE","ROCK TYPE","DRILL DEPTH MIN","DRILL DEPTHAX","ALTERATION","MINERAL","MATERIAL","SIO2(WT%)","TIO2(WT%)","B2O3(WT%)","AL2O3(WT%)","CR2O3(WT%)","FE2O3(WT%)","FEO(WT%)","FEOT(WT%)","CAO(WT%)","MGO(WT%)","MNO(WT%)","NIO(WT%)","K2O(WT%)","NA2O(WT%)","P2O5(WT%)","H2O(WT%)","H2OP(WT%)","H2OM(WT%)","H2OT(WT%)","CO2(WT%)","CO1(WT%)","F(WT%)","CL(WT%)","CL2(WT%)","OH(WT%)","CH4(WT%)","SO2(WT%)","SO3(WT%)","SO4(WT%)","S(WT%)","LOI(WT%)","VOLATILES(WT%)","O(WT%)","OTHERS(WT%)","HE(CCM/G)","HE(CCMSTP/G)","HE3(CCMSTP/G)","HE3(AT/G)","HE4(CCM/G)","HE4(CCMSTP/G)","HE4(AT/G)","HE4(MOLE/G)","HE4(NCC/G)","HE(NCC/G)","LI(PPM)","BE(PPM)","B(PPM)","C(PPM)","CO2(PPM)","F(PPM)","NA(PPM)","MG(PPM)","AL(PPM)","P(PPM)","S(PPM)","CL(PPM)","K(PPM)","CA(PPM)","SC(PPM)","TI(PPM)","V(PPM)","CR(PPM)","MN(PPM)","FE(PPM)","CO(PPM)","NI(PPM)","CU(PPM)","ZN(PPM)","GA(PPM)","GE(PPM)","AS(PPM)","SE(PPM)","BR(PPM)","RB(PPM)","SR(PPM)","Y(PPM)","ZR(PPM)","NB(PPM)","MO(PPM)","RU(PPM)","RH(PPM)","PD(PPM)","AG(PPM)","CD(PPM)","IN(PPM)","SN(PPM)","SB(PPM)","TE(PPM)","I(PPM)","CS(PPM)","BA(PPM)","LA(PPM)","CE(PPM)","PR(PPM)","ND(PPM)","SM(PPM)","EU(PPM)","GD(PPM)","TB(PPM)","DY(PPM)","HO(PPM)","ER(PPM)","TM(PPM)","YB(PPM)","LU(PPM)","HF(PPM)","TA(PPM)","W(PPM)","RE(PPM)","OS(PPM)","IR(PPM)","PT(PPM)","AU(PPM)","HG(PPM)","TL(PPM)","PB(PPM)","BI(PPM)","TH(PPM)","U(PPM)","ND143_ND144","ND143_ND144_INI","EPSILON_ND","SR87_SR86","SR87_SR86_INI","PB206_PB204","PB206_PB204_INI","PB207_PB204","PB207_PB204_INI","PB208_PB204","PB208_PB204_INI","OS184_OS188","OS186_OS188","OS187_OS186","OS187_OS188","RE187_OS186","RE187_OS188","HF176_HF177","HE3_HE4","HE3_HE4(R/R(A))","HE4_HE3","HE4_HE3(R/R(A))","K40_AR40","AR40_K40","UNIQUE_ID",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.522","9.522","125.584","125.584","SAE","","","s_357428 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","50.68","1.024","","17.91","","12.41","","","10.7","4.54","0.245","","0.184","2.37","0.144","","","","","","","","","","","","","","","","1.19","","","","","","","","","","","","","","","","","","","","","","","","","","","","37","","369","17","","","","14","170","86","19","","","","","1.7","226","25.6","58","1.1","","","","","","","","","","","","","61","2.8","8.9","","8.6","","","","","","","","","","","","","","","","","","","","","2.4","","","","0.513102","","","0.703758","","","","","","","","","","","","","","","","","","","","","240000",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.607","9.607","125.455","125.455","SAE","","","s_357437 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","54.44","0.849","","17.01","","8.88","","","5.73","6.35","0.115","","2.087","4.1","0.235","","","","","","","","","","","","","","","","2.05","","","","","","","","","","","","","","","","","","","","","","","","","","","","24","","235","254","","","","156","7","70","19","","","","","55.2","433","22.8","116.3","4.6","","","","","","","","","","","","","220","13.1","27","","19.1","","","","","","","","","","","","","","","","","","","","","3.9","","2","","","","","","","","","","","","","","","","","","","","","","","","","","240001",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.699","9.699","125.434","125.434","SAE","","","s_357445 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","54.24","0.659","","15.98","","8.43","","","6.42","7.35","0.107","","2.061","3.73","0.268","","","","","","","","","","","","","","","","4.37","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","178","385","","","","125","43","54","20","","","","","54.3","884","11.4","105.9","2.7","","","","","","","","","","","","","499","9.3","22.6","","14.6","","","","","","","","","","","","","","","","","","","","","5.1","","2.3","","","","","","","","","","","","","","","","","","","","","","","","","","240002",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.733","9.733","125.558","125.558","SAE","","","s_357401 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","63.4","0.371","","18.06","","4.45","","","6.12","1.96","0.112","","1.281","4.04","0.149","","","","","","","","","","","","","","","","1.74","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","90","24","","","","18","18","57","18","","","","","24.7","537","11.5","77.1","2.7","","","","","","","","","","","","","360","4.3","10.4","","6.8","","","","","","","","","","","","","","","","","","","","","5.6","","","","0.512998","","","0.704448","","","","","","","","","","","","","","","","","","","","","240003",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.702","9.702","125.504","125.504","SAE","","","s_357405 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","62.66","0.464","","19.21","","5.17","","","5.93","1.06","0.075","","1.325","3.94","0.179","","","","","","","","","","","","","","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","110","9","","","","7","22","62","20","","","","","26.5","535","16","94.3","3.1","","","","","","","","","","","","","351","6.4","11.5","","9.6","","","","","","","","","","","","","","","","","","","","","4.5","","0.4","","0.513016","","","0.704448","","","","","","","","","","","","","","","","","","","","","240004",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.688","9.688","125.559","125.559","SAE","","","s_357406 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","52.87","0.725","","19.53","","8.88","","","10.71","2.97","0.188","","0.8","3.06","0.216","","","","","","","","","","","","","","","","2.71","","","","","","","","","","","","","","","","","","","","","","","","","","","","23","","233","12","","","","10","60","74","20","","","","","14","450","19","62.9","1.7","","","","","","","","","","","","","167","5.8","12.4","","9.4","","","","","","","","","","","","","","","","","","","","","3.5","","1.1","","0.513025","","","0.704313","","","","","","","","","","","","","","","","","","","","","240005",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.688","9.688","125.553","125.553","SAE","","","s_357407 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","60.54","0.474","","18.93","","5.76","","","6.75","2","0.144","","1.165","4.2","0.182","","","","","","","","","","","","","","","","0.94","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","119","10","","","","8","15","59","19","","","","","23.9","545","17.8","83.2","2.7","","","","","","","","","","","","","456","5.9","12.3","","8.8","","","","","","","","","","","","","","","","","","","","","4.7","","0.8","","","","","","","","","","","","","","","","","","","","","","","","","","240006",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.686","9.686","125.55","125.55","SAE","","","s_357408 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","59.92","0.47","","19.19","","5.76","","","7.15","2.05","0.159","","1.155","4.22","0.185","","","","","","","","","","","","","","","","1.04","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","122","8","","","","8","18","58","21","","","","","22.7","501","18.7","82.1","2.7","","","","","","","","","","","","","353","5.3","12.7","","9","","","","","","","","","","","","","","","","","","","","","3.6","","0.7","","0.513029","","","0.70424","","","","","","","","","","","","","","","","","","","","","240007",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.73","9.73","125.576","125.576","SAE","","","s_357456 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","63.34","0.395","","18.21","","4.65","","","5.62","1.62","0.152","","1.422","4.13","0.155","","","","","","","","","","","","","","","","1.69","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","89","15","","","","9","24","57","18","","","","","30.8","520","42.4","82.1","2.7","","","","","","","","","","","","","438","8.4","13.7","","14.5","","","","","","","","","","","","","","","","","","","","","5.4","","0.6","","","","","","","","","","","","","","","","","","","","","","","","","","240008",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.682","9.682","125.526","125.526","SAE","","","s_357460 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","59.94","0.516","","18.46","","5.93","","","7.5","2.09","0.158","","1.296","3.94","0.185","","","","","","","","","","","","","","","","2.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","124","6","","","","7","33","55","19","","","","","26.8","555","26","91.3","3","","","","","","","","","","","","","488","8.1","13","","10.8","","","","","","","","","","","","","","","","","","","","","3","","0.4","","","","","","","","","","","","","","","","","","","","","","","","","","240009",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.551","9.551","125.427","125.427","SAE","","","s_357417 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","63.29","0.544","","17.92","","4.15","","","3.96","2.21","0.047","","2.763","4.91","0.228","","","","","","","","","","","","","","","","1.21","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","91","158","","","","45","53","58","21","","","","","55.6","957","9.2","129.3","4.2","","","","","","","","","","","","","567","13.5","22.6","","16.2","","","","","","","","","","","","","","","","","","","","","14","","2.1","","0.51301","","","0.704415","","","","","","","","","","","","","","","","","","","","","240010",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.551","9.551","125.427","125.427","SAE","","","s_357418 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","63.46","0.524","","18.05","","4.01","","","3.77","2.11","0.049","","2.741","4.76","0.204","","","","","","","","","","","","","","","","1.42","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","85","131","","","","45","49","57","22","","","","","57","926","11.7","130.2","4.2","","","","","","","","","","","","","556","21.4","22.2","","24.4","","","","","","","","","","","","","","","","","","","","","13.2","","2.2","","","","","","","","","","","","","","","","","","","","","","","","","","240011",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.557","9.557","125.421","125.421","SAE","","","s_357419 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","61.25","0.675","","18.09","","4.89","","","4.2","2.11","0.07","","2.614","5.52","0.285","","","","","","","","","","","","","","","","0.68","","","","","","","","","","","","","","","","","","","","","","","","","","","","12","","160","49","","","","25","51","75","23","","","","","46.9","1131","24.3","117","3.7","","","","","","","","","","","","","513","40.6","36.7","","43.7","","","","","","","","","","","","","","","","","","","","","9.2","","2.2","","0.512979","","","0.704295","","","","","","","","","","","","","","","","","","","","","240012",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.578","9.578","125.411","125.411","SAE","","","s_357420 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","65.48","0.427","","17.13","","3.43","","","1.96","2.14","0.081","","4.509","3.88","0.191","","","","","","","","","","","","","","","","1.79","","","","","","","","","","","","","","","","","","","","","","","","","","","","8","","85","99","","","","68","38","61","20","","","","","106.8","821","9.8","121.3","4","","","","","","","","","","","","","534","12.9","24.5","","14.3","","","","","","","","","","","","","","","","","","","","","14.7","","2.1","","","","","","","","","","","","","","","","","","","","","","","","","","240013",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.815","9.815","125.437","125.437","SAE","","","s_357422 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","61.95","0.557","","17.61","","4.43","","","4.27","2.78","0.083","","2.578","5.35","0.265","","","","","","","","","","","","","","","","0.78","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","113","83","","","","46","45","62","23","","","","","48.6","1063","8.8","117.9","4","","","","","","","","","","","","","522","14.4","26.2","","15.1","","","","","","","","","","","","","","","","","","","","","11.3","","1.9","","0.512973","","","0.70436","","","","","","","","","","","","","","","","","","","","","240014",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.8","9.8","125.446","125.446","SAE","","","s_357423 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","62.86","0.53","","17.58","","4.53","","","3.85","2.15","0.074","","2.604","5.02","0.206","","","","","","","","","","","","","","","","0.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","99","99","","","","55","27","61","22","","","","","51","979","9.6","120.1","3.4","","","","","","","","","","","","","551","14.16","24.66","3.73","15.13","2.81","0.84","2.34","0.3","1.57","0.29","0.74","0.11","0.7","0.1","","","","","","","","","","","9.2","","1.3","","","","","","","","","","","","","","","","","","","","","","","","","","240015",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.591","9.591","125.549","125.549","SAE","","","s_357430 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","62.01","0.512","","17.95","","4.24","","","4.96","2.19","0.093","","2.252","5.33","0.212","","","","","","","","","","","","","","","","0.15","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","133","25","","","","12","19","57","24","","","","","41.8","915","10.2","119","4","","","","","","","","","","","","","463","13.2","25.9","","13.8","","","","","","","","","","","","","","","","","","","","","9.3","","2.6","","","","","","","","","","","","","","","","","","","","","","","","","","240016",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.593","9.593","125.515","125.515","SAE","","","s_357432 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","58.99","0.653","","18.12","","5.53","","","6.24","3.13","0.123","","2.048","4.82","0.257","","","","","","","","","","","","","","","","0.67","","","","","","","","","","","","","","","","","","","","","","","","","","","","13","","170","46","","","","27","42","59","22","","","","","29.8","849","13.9","114.9","3.2","","","","","","","","","","","","","419","14.43","27.4","3.82","15.7","3.05","0.91","2.67","0.38","2.11","0.43","1.19","0.19","1.29","0.22","","","","","","","","","","","6.6","","1.5","","0.513005","","","0.704099","","","","","","","","","","","","","","","","","","","","","240017",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.593","9.593","125.515","125.515","SAE","","","s_357433 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","56.71","0.774","","17.84","","6.43","","","7.26","3.75","0.13","","1.918","4.61","0.33","","","","","","","","","","","","","","","","0.25","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","222","40","","","","27","58","65","22","","","","","29.1","860","15.4","98.7","2.7","","","","","","","","","","","","","345","12.89","26.95","3.87","16.64","3.44","1.03","3.11","0.44","2.5","0.52","1.44","0.23","1.53","0.25","","","","","","","","","","","7.2","","1.8","","","","","","","","","","","","","","","","","","","","","","","","","","240018",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.606","9.606","125.53","125.53","SAE","","","s_357434 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","57.8","0.73","","17.74","","6.25","","","6.63","3.66","0.106","","1.874","4.47","0.292","","","","","","","","","","","","","","","","0.77","","","","","","","","","","","","","","","","","","","","","","","","","","","","16","","202","56","","","","33","50","60","22","","","","","30.1","860","13.5","109.6","3.1","","","","","","","","","","","","","370","12.6","26.7","","14.9","","","","","","","","","","","","","","","","","","","","","5.3","","1.2","","0.513003","","","0.704095","","","","","","","","","","","","","","","","","","","","","240019",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.607","9.607","125.455","125.455","SAE","","","s_357436 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","61.93","0.57","","17.69","","4.37","","","4.42","2.6","0.081","","2.654","4.92","0.249","","","","","","","","","","","","","","","","2.51","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","128","43","","","","25","35","66","22","","","","","50.5","1092","9.1","118.6","3.6","","","","","","","","","","","","","509","12.1","26.2","","14.6","","","","","","","","","","","","","","","","","","","","","9.8","","2.4","","0.512972","","","0.704365","","","","","","","","","","","","","","","","","","","","","240020",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.607","9.607","125.455","125.455","SAE","","","s_357438 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","69.85","0.287","","16.4","","1.95","","","0.64","1.19","0.02","","4.585","4.7","0.122","","","","","","","","","","","","","","","","0.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","4","","60","25","","","","15","306","29","18","","","","","60.1","569","6.5","110.3","3.5","","","","","","","","","","","","","528","10.61","19.75","2.72","10.75","2.09","0.63","1.7","0.21","0.99","0.17","0.4","0.06","0.3","0.04","","","","","","","","","","","7.3","","0.7","","","","","","","","","","","","","","","","","","","","","","","","","","240021",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.626","9.626","125.462","125.462","SAE","","","s_357439 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","63.96","0.423","","17.39","","3.88","","","4.13","2.2","0.071","","2.674","4.85","0.205","","","","","","","","","","","","","","","","1.23","","","","","","","","","","","","","","","","","","","","","","","","","","","","10","","85","55","","","","28","91","46","20","","","","","54.2","965","8.5","113.8","3.9","","","","","","","","","","","","","523","8.3","18.8","","10.1","","","","","","","","","","","","","","","","","","","","","8.2","","1.5","","0.512976","","","0.704374","","","","","","","","","","","","","","","","","","","","","240022",
"[9146]","CONVERGENT MARGIN","LUZON ARC / LUZON ARC / MINDANAO","SURIAGO DEL NORTE, NORTHERN EXTREMITY OF EASTERN MINDANAO","9.624","9.624","125.476","125.476","SAE","","","s_357440 [9146]","ADAKITE [9146]","","","","","","","","","VOL","","","","","WR [9146] ","60.37","0.574","","18.36","","5.12","","","5.14","2.54","0.108","","2.2","4.79","0.222","","","","","","","","","","","","","","","","0.63","","","","","","","","","","","","","","","","","","","","","","","","","","","","11","","147","38","","","","49","46","63","23","","","","","40.7","875","11.2","111.9","3.9","","","","","","","","","","","","","480","15.62","31.57","3.56","14.54","2.85","0.89","2.42","0.34","1.84","0.35","0.94","0.15","0.91","0.15","","","","","","","","","","","9.4","","1.9","","0.513039","","","0.704554","","","","","","","","","","","","","","","","","","","","","240023",
